mal_id,name,name_kanji,nicknames,favorites,about,image_url
110,"Onyxgaze","",nil,2474,"Role: Mecha Pilot
Species: Bio-engineered beast
Personality: cynical, witty, but fiercely loyal
Aesthetic Colors: crimson red and charcoal black

Appearance & Gear:
This subject is a bio-engineered beast presenting as a mecha pilot. They wear distressed cargo pants, combat boots, and flight jacket in a color palette of crimson red and charcoal black. They are equipped with a cracked white porcelain mask with red accents and carry dual customized blaster pistols as their signature prop. 

Abilities & Aesthetic:
They possess the ability to control electricity, channelled through their mechanical parts. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Onyxgaze/225/320
111,"Cinderforge","",nil,4733,"Role: Elemental Mage
Species: Horned demon-kin
Personality: cheerful, clumsy, yet extremely optimistic
Aesthetic Colors: silver and electric blue

Appearance & Gear:
This subject is a horned demon-kin presenting as a elemental mage. They wear a sleek stealth bodysuit made of matte fiber in a color palette of silver and electric blue. They are equipped with a spiked collar and fingerless gloves and carry a whip made of plasma energy as their signature prop. 

Abilities & Aesthetic:
They possess the ability to channel cosmic solar flares into concentrated beams. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Cinderforge/225/320
112,"Biodancer the Chrono-Keeper","",nil,3860,"Role: Dream Weaver
Species: Android prototype
Personality: rebellious, fierce, and sharp
Aesthetic Colors: emerald green and brass gold

Appearance & Gear:
This subject is a android prototype presenting as a dream weaver. They wear a bulky space suit fitted with thrusters in a color palette of emerald green and brass gold. They are equipped with a spiked collar and fingerless gloves and carry a set of throwing daggers that hover in mid-air as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate steam and pressure, overloading mechanical devices. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/BiodancertheChrono-Keeper/225/320
113,"Cyborgseeker","",nil,2035,"Role: Elemental Mage
Species: Horned demon-kin
Personality: stoic, analytical, and highly reserved
Aesthetic Colors: crimson red and charcoal black

Appearance & Gear:
This subject is a horned demon-kin presenting as a elemental mage. They wear traditional flowing robes with silver trims in a color palette of crimson red and charcoal black. They are equipped with a cracked white porcelain mask with red accents and carry a floating metallic grimoire bound in iron as their signature prop. 

Abilities & Aesthetic:
They possess the ability to teleport short distances through shadows. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Cyborgseeker/225/320
114,"Obsidianwalker","",nil,2321,"Role: High Fantasy Paladin
Species: Horned demon-kin
Personality: cynical, witty, but fiercely loyal
Aesthetic Colors: emerald green and brass gold

Appearance & Gear:
This subject is a horned demon-kin presenting as a high fantasy paladin. They wear traditional flowing robes with silver trims in a color palette of emerald green and brass gold. They are equipped with a glowing holographic visor covering one eye and carry an energy glaive that crackles with electricity as their signature prop. 

Abilities & Aesthetic:
They possess the ability to channel cosmic solar flares into concentrated beams. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Obsidianwalker/225/320
115,"Emberglider","",nil,4519,"Role: Abyssal Diver
Species: Deep-sea siren
Personality: hyper-energetic, cheerful, and loud
Aesthetic Colors: neon violet and deep black

Appearance & Gear:
This subject is a deep-sea siren presenting as a abyssal diver. They wear fluid silk robes showing ancient patterns in a color palette of neon violet and deep black. They are equipped with a glowing reactor core embedded in their chest and carry a pair of retractable bio-organic claws as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate local gravity fields to float and throw objects. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Emberglider/225/320
116,"Kensinger","",nil,3392,"Role: Drift Racer
Species: Bio-engineered beast
Personality: charismatic, bold, and scheming
Aesthetic Colors: plum purple and toxic green

Appearance & Gear:
This subject is a bio-engineered beast presenting as a drift racer. They wear an oversized patchwork hoodie and high-top sneakers in a color palette of plum purple and toxic green. They are equipped with heavy brass goggles resting on their forehead and carry a steam-powered long rifle with copper dials as their signature prop. 

Abilities & Aesthetic:
They possess the ability to interface directly with any computer terminal or network. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Kensinger/225/320
117,"Aethersailor","",nil,2602,"Role: Cybernetic Infiltrator
Species: Plant-based dryad
Personality: silent, disciplined, and brave
Aesthetic Colors: neon violet and deep black

Appearance & Gear:
This subject is a plant-based dryad presenting as a cybernetic infiltrator. They wear a sleek stealth bodysuit made of matte fiber in a color palette of neon violet and deep black. They are equipped with a cracked white porcelain mask with red accents and carry a massive industrial hammer with booster rockets as their signature prop. 

Abilities & Aesthetic:
They possess the ability to phase through solid walls for stealth operations. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Aethersailor/225/320
118,"Pyreshard","",nil,4151,"Role: Elemental Mage
Species: Deep-sea siren
Personality: cheerful, clumsy, yet extremely optimistic
Aesthetic Colors: crimson red and charcoal black

Appearance & Gear:
This subject is a deep-sea siren presenting as a elemental mage. They wear a fitted school uniform blazer with custom badges in a color palette of crimson red and charcoal black. They are equipped with a massive mechanical gauntlet covered in vents and carry a legendary runic saber that glows softly as their signature prop. 

Abilities & Aesthetic:
They possess the ability to conjure barriers made of solid light. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Pyreshard/225/320
119,"Pyreslayer the Chrono-Keeper","",nil,3926,"Role: High Fantasy Paladin
Species: Plant-based dryad
Personality: stoic, analytical, and highly reserved
Aesthetic Colors: crimson red and charcoal black

Appearance & Gear:
This subject is a plant-based dryad presenting as a high fantasy paladin. They wear a bulky space suit fitted with thrusters in a color palette of crimson red and charcoal black. They are equipped with floating runic glyphs orbiting their wrists and carry a legendary runic saber that glows softly as their signature prop. 

Abilities & Aesthetic:
They possess the ability to channel cosmic solar flares into concentrated beams. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/PyreslayertheChrono-Keeper/225/320
120,"Gigastalker","",nil,2827,"Role: Drift Racer
Species: Avian shifter
Personality: silent, disciplined, and brave
Aesthetic Colors: emerald green and brass gold

Appearance & Gear:
This subject is a avian shifter presenting as a drift racer. They wear traditional flowing robes with silver trims in a color palette of emerald green and brass gold. They are equipped with a massive mechanical gauntlet covered in vents and carry an energy glaive that crackles with electricity as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate local gravity fields to float and throw objects. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Gigastalker/225/320
121,"Quirksailor","",nil,1770,"Role: Abyssal Diver
Species: Plant-based dryad
Personality: silent, disciplined, and brave
Aesthetic Colors: pearl white and amber gold

Appearance & Gear:
This subject is a plant-based dryad presenting as a abyssal diver. They wear a classic double-breasted formal suit in a color palette of pearl white and amber gold. They are equipped with a glowing holographic visor covering one eye and carry a pair of retractable bio-organic claws as their signature prop. 

Abilities & Aesthetic:
They possess the ability to interface directly with any computer terminal or network. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Quirksailor/225/320
122,"Luxshard","",nil,532,"Role: Abyssal Diver
Species: Bio-engineered beast
Personality: cynical, witty, but fiercely loyal
Aesthetic Colors: cobalt blue and neon cyan

Appearance & Gear:
This subject is a bio-engineered beast presenting as a abyssal diver. They wear traditional flowing robes with silver trims in a color palette of cobalt blue and neon cyan. They are equipped with a glowing reactor core embedded in their chest and carry a whip made of plasma energy as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate steam and pressure, overloading mechanical devices. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Luxshard/225/320
123,"Obsidianshard the Crystalline","",nil,182,"Role: Dream Weaver
Species: Bio-engineered beast
Personality: charismatic, bold, and scheming
Aesthetic Colors: sand yellow and copper bronze

Appearance & Gear:
This subject is a bio-engineered beast presenting as a dream weaver. They wear a weathered trenchcoat over leather harness in a color palette of sand yellow and copper bronze. They are equipped with a holographic projector badge on their lapel and carry an energy glaive that crackles with electricity as their signature prop. 

Abilities & Aesthetic:
They possess the ability to teleport short distances through shadows. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/ObsidianshardtheCrystalline/225/320
124,"Mistcaller","",nil,359,"Role: High Fantasy Paladin
Species: Android prototype
Personality: stoic, analytical, and highly reserved
Aesthetic Colors: emerald green and brass gold

Appearance & Gear:
This subject is a android prototype presenting as a high fantasy paladin. They wear a classic double-breasted formal suit in a color palette of emerald green and brass gold. They are equipped with a spiked collar and fingerless gloves and carry a whip made of plasma energy as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate local gravity fields to float and throw objects. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Mistcaller/225/320
125,"Rikukeeper","",nil,3804,"Role: Gothic Necromancer
Species: Slime entity
Personality: hyper-energetic, cheerful, and loud
Aesthetic Colors: emerald green and brass gold

Appearance & Gear:
This subject is a slime entity presenting as a gothic necromancer. They wear heavy armor plate decorated with neon lines in a color palette of emerald green and brass gold. They are equipped with floating runic glyphs orbiting their wrists and carry a set of throwing daggers that hover in mid-air as their signature prop. 

Abilities & Aesthetic:
They possess the ability to channel cosmic solar flares into concentrated beams. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Rikukeeper/225/320
126,"Sterlingwalker the Frost-Bite","",nil,2635,"Role: Retro-cartoon Mascot
Species: Android prototype
Personality: quiet, mysterious, and wise
Aesthetic Colors: matte grey and safety orange

Appearance & Gear:
This subject is a android prototype presenting as a retro-cartoon mascot. They wear fluid silk robes showing ancient patterns in a color palette of matte grey and safety orange. They are equipped with a glowing holographic visor covering one eye and carry a set of throwing daggers that hover in mid-air as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate steam and pressure, overloading mechanical devices. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/SterlingwalkertheFrost-Bite/225/320
127,"Novawielder the Gear-Shaper","",nil,1713,"Role: Elemental Mage
Species: Plant-based dryad
Personality: cheerful, clumsy, yet extremely optimistic
Aesthetic Colors: cobalt blue and neon cyan

Appearance & Gear:
This subject is a plant-based dryad presenting as a elemental mage. They wear an oversized patchwork hoodie and high-top sneakers in a color palette of cobalt blue and neon cyan. They are equipped with floating runic glyphs orbiting their wrists and carry a set of throwing daggers that hover in mid-air as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate steam and pressure, overloading mechanical devices. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/NovawieldertheGear-Shaper/225/320
128,"Pyrewalker","",nil,1374,"Role: High Fantasy Paladin
Species: Ghostly apparition
Personality: charismatic, bold, and scheming
Aesthetic Colors: plum purple and toxic green

Appearance & Gear:
This subject is a ghostly apparition presenting as a high fantasy paladin. They wear heavy armor plate decorated with neon lines in a color palette of plum purple and toxic green. They are equipped with a ticking brass pocket watch hanging from a chain and carry dual customized blaster pistols as their signature prop. 

Abilities & Aesthetic:
They possess the ability to channel cosmic solar flares into concentrated beams. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Pyrewalker/225/320
129,"Aerosmith","",nil,912,"Role: Sentient Hologram
Species: Slime entity
Personality: cynical, witty, but fiercely loyal
Aesthetic Colors: matte grey and safety orange

Appearance & Gear:
This subject is a slime entity presenting as a sentient hologram. They wear a weathered trenchcoat over leather harness in a color palette of matte grey and safety orange. They are equipped with a glowing holographic visor covering one eye and carry dual customized blaster pistols as their signature prop. 

Abilities & Aesthetic:
They possess the ability to interface directly with any computer terminal or network. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Aerosmith/225/320
130,"Edgedancer","",nil,1371,"Role: Steampunk Aviator
Species: Ghostly apparition
Personality: quiet, mysterious, and wise
Aesthetic Colors: crimson red and charcoal black

Appearance & Gear:
This subject is a ghostly apparition presenting as a steampunk aviator. They wear heavy armor plate decorated with neon lines in a color palette of crimson red and charcoal black. They are equipped with a cracked white porcelain mask with red accents and carry a steam-powered long rifle with copper dials as their signature prop. 

Abilities & Aesthetic:
They possess the ability to control electricity, channelled through their mechanical parts. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Edgedancer/225/320
131,"Cyborggaze","",nil,2968,"Role: Cosmic Warrior
Species: Avian shifter
Personality: cheerful, clumsy, yet extremely optimistic
Aesthetic Colors: sand yellow and copper bronze

Appearance & Gear:
This subject is a avian shifter presenting as a cosmic warrior. They wear traditional flowing robes with silver trims in a color palette of sand yellow and copper bronze. They are equipped with feathered wings made of pure blue light and carry a legendary runic saber that glows softly as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate steam and pressure, overloading mechanical devices. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Cyborggaze/225/320
132,"Terawielder","",nil,1083,"Role: Elemental Mage
Species: Horned demon-kin
Personality: quiet, mysterious, and wise
Aesthetic Colors: matte grey and safety orange

Appearance & Gear:
This subject is a horned demon-kin presenting as a elemental mage. They wear traditional flowing robes with silver trims in a color palette of matte grey and safety orange. They are equipped with floating runic glyphs orbiting their wrists and carry a floating metallic grimoire bound in iron as their signature prop. 

Abilities & Aesthetic:
They possess the ability to heal biological tissue using glowing green energy. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Terawielder/225/320
133,"Echobringer the Spark-Igniter","",nil,1069,"Role: Cursed Swordsman
Species: Slime entity
Personality: hyper-energetic, cheerful, and loud
Aesthetic Colors: matte grey and safety orange

Appearance & Gear:
This subject is a slime entity presenting as a cursed swordsman. They wear traditional flowing robes with silver trims in a color palette of matte grey and safety orange. They are equipped with a glowing holographic visor covering one eye and carry an energy glaive that crackles with electricity as their signature prop. 

Abilities & Aesthetic:
They possess the ability to channel cosmic solar flares into concentrated beams. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/EchobringertheSpark-Igniter/225/320
134,"Novaflyer","",nil,3496,"Role: Dream Weaver
Species: Horned demon-kin
Personality: silent, disciplined, and brave
Aesthetic Colors: cobalt blue and neon cyan

Appearance & Gear:
This subject is a horned demon-kin presenting as a dream weaver. They wear a fitted school uniform blazer with custom badges in a color palette of cobalt blue and neon cyan. They are equipped with a glowing holographic visor covering one eye and carry a steam-powered long rifle with copper dials as their signature prop. 

Abilities & Aesthetic:
They possess the ability to control electricity, channelled through their mechanical parts. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Novaflyer/225/320
135,"Runeshaper","",nil,4887,"Role: Gothic Necromancer
Species: Human-Cyborg hybrid
Personality: charismatic, bold, and scheming
Aesthetic Colors: sand yellow and copper bronze

Appearance & Gear:
This subject is a human-cyborg hybrid presenting as a gothic necromancer. They wear distressed cargo pants, combat boots, and flight jacket in a color palette of sand yellow and copper bronze. They are equipped with a spiked collar and fingerless gloves and carry a whip made of plasma energy as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate steam and pressure, overloading mechanical devices. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Runeshaper/225/320
136,"Quirkgaze","",nil,2526,"Role: Dream Weaver
Species: Ghostly apparition
Personality: charismatic, bold, and scheming
Aesthetic Colors: matte grey and safety orange

Appearance & Gear:
This subject is a ghostly apparition presenting as a dream weaver. They wear an oversized patchwork hoodie and high-top sneakers in a color palette of matte grey and safety orange. They are equipped with a glowing reactor core embedded in their chest and carry a floating metallic grimoire bound in iron as their signature prop. 

Abilities & Aesthetic:
They possess the ability to teleport short distances through shadows. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Quirkgaze/225/320
137,"Emberkeeper","",nil,3703,"Role: Drift Racer
Species: Human-Cyborg hybrid
Personality: cynical, witty, but fiercely loyal
Aesthetic Colors: plum purple and toxic green

Appearance & Gear:
This subject is a human-cyborg hybrid presenting as a drift racer. They wear distressed cargo pants, combat boots, and flight jacket in a color palette of plum purple and toxic green. They are equipped with a ticking brass pocket watch hanging from a chain and carry a set of throwing daggers that hover in mid-air as their signature prop. 

Abilities & Aesthetic:
They possess the ability to interface directly with any computer terminal or network. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Emberkeeper/225/320
138,"Cobaltbreaker","",nil,450,"Role: Cosmic Warrior
Species: Plant-based dryad
Personality: charismatic, bold, and scheming
Aesthetic Colors: silver and electric blue

Appearance & Gear:
This subject is a plant-based dryad presenting as a cosmic warrior. They wear a weathered trenchcoat over leather harness in a color palette of silver and electric blue. They are equipped with a cracked white porcelain mask with red accents and carry a heavy shield with an embedded forcefield emitter as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate local gravity fields to float and throw objects. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Cobaltbreaker/225/320
139,"Frostwatcher","",nil,1675,"Role: High Fantasy Paladin
Species: Deep-sea siren
Personality: stoic, analytical, and highly reserved
Aesthetic Colors: pearl white and amber gold

Appearance & Gear:
This subject is a deep-sea siren presenting as a high fantasy paladin. They wear a bulky space suit fitted with thrusters in a color palette of pearl white and amber gold. They are equipped with a cracked white porcelain mask with red accents and carry a legendary runic saber that glows softly as their signature prop. 

Abilities & Aesthetic:
They possess the ability to manipulate steam and pressure, overloading mechanical devices. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Frostwatcher/225/320
140,"Nixbringer the Rust-Walker","",nil,1122,"Role: Sentient Hologram
Species: Human-Cyborg hybrid
Personality: cynical, witty, but fiercely loyal
Aesthetic Colors: plum purple and toxic green

Appearance & Gear:
This subject is a human-cyborg hybrid presenting as a sentient hologram. They wear distressed cargo pants, combat boots, and flight jacket in a color palette of plum purple and toxic green. They are equipped with heavy brass goggles resting on their forehead and carry a whip made of plasma energy as their signature prop. 

Abilities & Aesthetic:
They possess the ability to control electricity, channelled through their mechanical parts. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/NixbringertheRust-Walker/225/320
141,"Teracrawler","",nil,4290,"Role: Cursed Swordsman
Species: Slime entity
Personality: charismatic, bold, and scheming
Aesthetic Colors: crimson red and charcoal black

Appearance & Gear:
This subject is a slime entity presenting as a cursed swordsman. They wear heavy armor plate decorated with neon lines in a color palette of crimson red and charcoal black. They are equipped with a massive mechanical gauntlet covered in vents and carry an energy glaive that crackles with electricity as their signature prop. 

Abilities & Aesthetic:
They possess the ability to conjure barriers made of solid light. Physically, they project a highly stylized visual presence that captures a clean, silhouette-driven design. This design stands out due to its balanced spacing and unique accessories, highlighting their overall silhouette and abilities.",https://picsum.photos/seed/Teracrawler/225/320
